Text,CB_Label,clean_text
told ya she was fat! she's loyal tho  she has this goin for her...,1,tell ya fat ! loyal tho goin
if you tweet about that damn song one more time.... And its on the Scion double disc promo cd,1,tweet damn song time scion double disc promo cd
I have all th nerd at home and I'm a smart ass too. So I answered you,1,th nerd home smart ass answer
u got me lemming for some laneige whitening shit! ive been breakin out lately n i need somethin to whiten my damn acne scars bleh,1,u get lemme laneige whitening shit ! ve breakin lately n need somethin whiten damn acne scar bleh
you're not a twitter slut until you show us full frontal nudity... so until then you're just a tease =P,1,twitter slut frontal nudity tease p
haha... so you want to be a twitter slut... alright  fine... i'll be waiting for the moment you mature from a tease to a slut!,1,haha want twitter slut alright fine wait moment mature tease slut !
and there were only 5 of us.. it was a night that i've already forgotten... damn the alcohol,1,night forget damn alcohol
I like the verses to the song....just not that lame ass auto tuning nigga on the hook,1,like verse songjust lame ass auto tuning nigga hook
hold up nigga..u cant hate Jay-Z...might have to beat yo ass like that nigga did when that other guy said F Tupac...lmao,1,hold niggau not hate jayzmight beat yo ass like nigga guy say f tupaclmao
way to damn hard,1,way damn hard
"the explosion of social media into mainstream business.  We will see everyone joining Twitter  its the ""year of the nerd""",1,explosion social medium mainstream business join twitter year nerd
but...but...to hate them is sin!!! just give me the ones you get angry with...i'll take care of them! hahaha,1,butbutto hate sin ! ! one angry withi care ! hahaha
DOGS LICK THEIR ASS...NEED I SAY MORE? DOG.,1,dogs lick assneed ? dog
No  I HATE those commercials! Just GROSS. *gag* Okay okay  you've got an hour before showtime. hehehe &#9829;,1,hate commercial ! gross gag okay okay get hour showtime hehehe
it was a joke haha. i figured id be emo too since everyone is complaining on here,1,joke haha figure d emo complain
It sucks though when you have nothing to do at 4AM and your roommate wants to sleep.,1,suck roommate want sleep
o so the rumors are true i am OBESE! yea fat!,1,o rumor true obese ! yea fat !
girlfriend where the fuck did u find that photo! lmao!,1,girlfriend fuck u find photo ! lmao !
ur a damn fool lmao,1,ur damn fool lmao
They're not my preference  but the app is so damn fast and thorough that I let it slide.,1,preference app damn fast thorough let slide
 Ha! Yeah  that caught my attention  too. Now wait & watch for Red Wings fans to freak. I'm gonna make popcorn for that show :),1,ha ! yeah catch attention wait watch red wing fan freak go to popcorn
Tell them you want YouTube to quit fucking with things that no one wants fucked with.,1,tell want youtube quit fucking thing wants fuck
No  you just piss out anything your body won't absorb.,1,piss body absorb
Doh! dont you hate it when that happens  I keep meaning to take a backup myself,1,doh ! not hate happen meaning backup
Damn he's doing sneeks for Nike and Louis Vuitton? Dude's gonna be rolling in dollar...,1,damn sneek nike louis vuitton ? dude go to roll dollar
Mate it is. In Newcastle it was -1  down Bath -6  it's fucking brassic cold,1,mate newcastle bath fuck brassic cold
"hate text talking""",1,hate text talk
: And whilst on the subject  all Aussie drivers should be reminded KEEP LEFT UNLESS OVERTAKING. Damn middle lane owners club!,1,whilst subject aussie driver remind leave overtake damn middle lane owner club !
less #damn-fridays  more #bad_wookie_pun,1,damnfriday badwookiepun
women are fucking disgusting.,1,woman fuck disgust
you bet your sweet ass you will!,1,bet sweet ass !
dating a 4 year old? Damn. You're faster than me. I only caught 3 year olds name.,1,date year old ? damn fast catch year old
 will do when i get home  only time i heard it was warped though  fuck life!,1,home time hear warp fuck life !
Man  why u live in NYC in that crazy ass weather. Move out to LA. It's nice EVERYDAY. NYC is soo over-rated! lol,1,man u live nyc crazy ass weather la nice everyday nyc soo overrate ! lol
i got ur ticks  but yo ass ain't gonna come! lol,1,get ur tick yo ass ai go to come ! lol
Ugh  ok... I hate NYC also. Hmmm. thinking...We are having a Screening on the FOX Lot that week. Maybe u can roll through?,1,ugh ok hate nyc hmm thinkingwe have screening fox lot week maybe u roll ?
stuff like building the forums is what I do when writing is kicking my ass  that's how I do it ;),1,stuff like build forum writing kick ass
"Also  I caught that ""Gai-damn"" earlier  and I support it 100% ;)",1,catch gaidamn early support
gee  i'd hate to see what you say about the family ;),1,gee hate family
dude dont tell me what to do thats not your place. i do what i want. just chill the fuck out and worry about yourself.,1,dude not tell s place want chill fuck worry
damn fine! The snow is gone thank god!,1,damn fine ! snow go thank god !
That sucks.  Life can't really be that bad  right?  Chocolate does always help.,1,suck life bad right ? chocolate help
i hate you :P happy birthday dude  good to know your enjoying it,1,hate p happy birthday dude good know enjoy
thats a good question.  most lawyers HATE that stuff.,1,s good question lawyer hate stuff
YOU STUPID WHORE I HOPE YOU ARE IN YOUR HOUSE WHEN I BURN DOWN YOUR HOUSE YOU STUPID WHORE WHY WOULDN'T YOU GO TO PROM WITH ME,1,stupid whore hope house burn house stupid whore prom
oh guess who got an australian shephard puppy today. note: NOT ME. the other roommate. yeah. another. fucking. dog.,1,oh guess get australian shephard puppy today note roommate yeah fucking dog
ummm. Ya. That's pretty damn pimp.,1,umm ya pretty damn pimp
as much as I hate the winter  those pics are beautiful. We've had insane-o storms like that in MO. Sucks so bad  esp sans power,1,hate winter pic beautiful insaneo storm like mo suck bad esp san power
got delayed.  your ass kicking will have to wait.,1,get delay ass kicking wait
I know it sucks  but I'm actually envious of you.  Though I have orientation for a tutoring program on the 14th.  Did I tell you?,1,know suck actually envious orientation tutoring program th tell ?
it was just a joke man..i wasnt taking the piss out of anything.,1,joke mani not take piss
i hate your face sounds EXACTLY like something i would say.also reminds me of a drunk girl trying to fight me and,1,hate face sound exactly like sayalso remind drunk girl try fight
i was spanked but do not  only because it makes my kid behave worse  so doesn't work. not a lot does work-kinda sucks too.,1,spank make kid behave bad work lot workkinda suck
I've been messing around with some of the beta releases. It murders every other WP version (widget panel still sucks though).,1,mess beta release murder wp version widget panel suck
"Are you laughing your ass off with all these ""juicy"" twits?",1,laugh ass juicy twit ?
yeah we do... damn this time difference *HUGS*,1,yeah damn time difference hug
OMG bundesliga and brasilian bossanova. This was worse than seeing your loved family dog licking his ass. I'm scarred,1,omg bundesliga brasilian bossanova bad see love family dog lick ass scarred
hmm so thats suk your soul hate and reinvent you to get my dry cleaning hate?,1,hmm s suk soul hate reinvent dry cleaning hate ?
yep. I didn't think to go online and check calorie/fat count until AFTER dinner. Bummer.,1,yep think online check caloriefat count dinner bummer
wow - mommy's little cheerleader! *must... not... take... the...piss......*,1,wow mommy little cheerleader ! thepiss
lol.. that sucks..it's so nice in miami... catching that ocean breeze from the balcony....don't want to rub it in...lol,1,lol sucksit nice miami catch ocean breeze balconydo want rub inlol
oh hot damn!,1,oh hot damn !
He can't hear you  his head's too far up his own ass.,1,hear head far ass
Prison Bitch is a sparkling addition to any resume.,1,prison bitch sparkling addition resume
a constant receiver does not a giver make. Prepare to be Prison Bitch Blagojevich (new campaign slogan  it rhymes),1,constant receiver giver prepare prison bitch blagojevich new campaign slogan rhyme
that sucks that you're sick. Sorry to hear that.,1,suck sick sorry hear
No thanks. I don't want cable. I hate most TV shows. I really hate commercials. I get my news online. I'm good. :),1,thanks want cable hate tv show hate commercial news online good
try telling your parents that you don't want to see them. see how well that fucking works out for you  yeah?,1,try tell parent want fucking work yeah ?
Football. I hate it. It&#8217;s official  I&#8217;m bad luck.,1,football hate official m bad luck
I fucking love Haunted.,1,fucking love haunt
I didn't know you were an avid football watcher. Is that even football? I think it is. Fuck sports.,1,know avid football watcher football ? think fuck sport
lol kevin bought me damn near nothing and we dated for over 10 months. my life sucks.,1,lol kevin buy damn near date month life suck
Yea it sucks!!,1,yea suck ! !
Indeed. But the Collier conversation relationship head up your gleeful ass kumbaya stuff needs to be put out with the trash.,1,colly conversation relationship head gleeful ass kumbaya stuff need trash
yeah i am glad i have the next 2 days off.. I just have to get through xmas eve and the weekend afterwards. damn gift cards,1,yeah glad day xmas eve weekend damn gift card
hot damn! did you get an iPhone too?,1,hot damn ! iphone ?
aw  thanks. it's going better than yesterday  that's for damn sure. :-D,1,aw thank go well yesterday damn sure d
no. i must have missed that one. damn. ;-),1,miss damn
have a safe flight.....damn now you make me want some jamba juice,1,safe flightdamn want jamba juice
I got it for Wii  when I get back from my dad's we're gonna play and it will be so kick-ass.,1,get wii dad go to play kickass
http://twitpic.com/xm6u - You have an inbox folder for CYA - Covering Your Ass?,1,url inbox folder cya cover ass ?
him and his damn tech stuff bwahaha,1,damn tech stuff bwahaha
i'm not emo. I'm fucking happy!,1,emo fuck happy !
well now I have to edit myself and you know how I hate that!,1,edit know hate !
if u get a stye is it from seeing a dog shitting or fucking?  And what do I do with my fingers?  Consult H if u need to.,1,u stye see dog shit fucking ? finger ? consult h u need
what does that say about me that I was laughing my ass of when I heard that. Rapping the word titties is just damn funny,1,laugh ass hear rap word titty damn funny
& I was there helping your ass pack to get on the plane. A tru friend - helping you track a sub sized weiner like fucking GPS,1,help ass pack plane tru friend help track sub sized weiner like fucking gps
you have officially been put on my bread stick mailing list. Fuck those rock republics and eat something already.,1,officially bread stick mailing list fuck rock republic eat
i get that ha ha smart ass :p,1,ha ha smart ass p
i feel pretty oh so pretty...i feel pretty and witty and gAY! Ha ha good times,1,feel pretty oh prettyi feel pretty witty gay ! ha ha good time
Yeah  I mean I know the plan and the creative are kick-ass. But sometimes clients have a warped view.,1,yeah mean know plan creative kickass client warped view
Oh man  that sucks. @Vincentdooly can you help @dsmoore out?,1,oh man suck USER help USER ?
yea the weather sucks. At least you missed the 8 degree weather though lol.,1,yea weather suck miss degree weather lol
I do  but I'm an American. Hence  I'm a pussy.,1,american pussy
God.. that commute has to be a bitch dealing with.. driving back and forth from Raleigh to Fayetteville...,1,god commute bitch deal drive forth raleigh fayetteville
I take full pride in being a nerd. Hahah.,1,pride nerd hahah
THAT'S AN UGLY ASS PICTURE!,1,ugly ass picture !
Pretty much  but now there will be less AIM errors! Weeeee  you can see that I don't type like a retard!,1,pretty aim error ! wee type like retard !
My grandmother is a big bitch and my father's a fraking arsehole.,1,grandmother big bitch father frake arsehole
you must be bored...you are a twitter whore today. ;),1,boredyou twitter whore today
man i'm jealous of your day! i'm also hooked on twitter. damn arv. like i needed another procrastinating tool like this.,1,man jealous day ! hook twitter damn arv like need procrastinating tool like
just don't eat a meal replacement bar.. I fucking threw up!!,1,eat meal replacement bar fucking throw ! !
fuck duke!,1,fuck duke !
"what if their ""you"" really sucks? like  why be a wack person when you can be an imitation of a more cool person? i think this",1,suck ? like wack person imitation cool person ? think
2 weeks? how am I gonna live without money for 2 fucking weeks?,1,week ? go to live money fuck week ?
Well get your ass busy!,1,ass busy !
Hi new friend! I like your personality.super cool:) Yeah I forgot it is like 9 am there..that sucks!,1,hi new friend ! like personalitysuper cool yeah forget like therethat suck !
damn that sucks..I hope you are ok now,1,damn sucksi hope ok
haha! No. We have a new stand up board at work and we have barstools to sit on. I hate them!,1,haha ! new stand board work barstool sit hate !
Excited that yr friends get to see yr show. I hate them. ;) No  rly  I do. .....Sad that tonite is last show.  Hard to say goodbye?,1,excited yr friend yr hate rly sad tonite hard goodbye ?
"Thanks. Nothing just watching ""Jack ass"". Are you having fun doing nothing over there?",1,thank watch jack ass have fun ?
Well  that's upsetting. We can party it up over here. Jack's ass is quite enjoyable thank you,1,upset party jack ass enjoyable thank
Fuck. Well  you can for a low cost of 19.99 with shipping and handling. But that's only if you really want to.,1,fuck low cost shipping handling want
Fuck again. Call 1800QZAK. Then your problems will be solved. I might even get you a discount,1,fuck qzak problem solve discount
If you stay home to twitter and have a martini on NYE does that make you a loser?  don't answer that...  I don't want to know,1,stay home twitter martini nye loser ? answer want know
you're a fucking maniac.,1,fucking maniac
its ok decided not to go to fam party. going back to bed. wtf moon i hate you. wtf life. dead.,1,ok decide fam party go bed wtf moon hate wtf life dead
HAHA WHYYYYY do you hate my school!? NOOOOOO :(:(:,1,haha whyy hate school ! ? noo
FUCK SUNDAY im super bummed.,1,fuck sunday m super bummed
whelchers fuckin suck ass!,1,whelchers fuckin suck ass !
some peoples drama just sucks!,1,people drama suck !
well that sux donkey dick. No interwebs is kinda a pain for ur work.,1,sux donkey dick interwebs kinda pain ur work
Then she changed roles and she is a little less bitch from hell but still  her sting has too much barb.,1,change role little bitch hell sting barb
today feels like sunday.....damn lol,1,today feel like sundaydamn lol
Damn didnt even see that lol  : /,1,damn not lol
HATE THAT...happened to me today i was like...YOUR WELCOME *cut eye* and walked back out lol,1,hate thathappene today likeyour welcome cut eye walk lol
i hate hate hate it with a passion!! lol...i know the calls are recorded i talk mad shyt down the phone LOL!!!,1,hate hate hate passion ! ! loli know call record talk mad shyt phone lol ! !
don't you hate that?  Though I have so much product to make by the weekend I wish it was Tuesday.,1,hate ? product weekend wish tuesday
i think its a cultural fad.. starbucks coffee sucks and its wayy overpriced.,1,think cultural fad starbuck coffee suck wayy overprice
i just deleted all the people that i have on my facebook off myspace Damn if everyone switched i could just delete the account,1,delete people facebook myspace damn switch delete account
no! I think UofA's navy jerseys on white pants rule.  And all red sucks. But seeing BYUs colors  I guess all red makes sense.,1,! think uofa navy jersey white pant rule red suck see byus color guess red make sense
here 2!Another big storm is blowing our way. I hope it waits until I'm home from work b4 it starts snowing. Hate driving in it!,1,! big storm blow way hope wait home work b start snow hate drive !
no i think you will hate it. Its a bunch of dirty work.,1,think hate bunch dirty work
the iced media party. Long ass day at the office  time for a drink or 3,1,iced medium party long ass day office time drink
easy! keyshia sucks. It's pathetic when an actor makes a better album in his 3rd profession (act  stand up) than you do in your first,1,easy ! keyshia suck pathetic actor make well album rd profession act stand
@TheflyGIRL Done! But I must tell you  that negro got a hard ass head. My elbow hurts...,1,USER ! tell negro get hard ass head elbow hurt
LOL at the Razor Ramon shit. I surely was gonna Ultimate Warrior his ass. Shaking the ropes and the whole 9!,1,lol razor ramon shit surely go to ultimate warrior ass shake rope !
You done started something! Got me all nostalgic and shit KNOWING good and damn well I got work to do...LOL,1,start ! get nostalgic shit know good damn get work dolol
@mekdot yo...heroes sucks!!! I loved season 1  despised 2 and feel like season 3 is a lousy high school special. BOO HISS BOO!!,1,USER yoheroe suck ! ! love season despise feel like season lousy high school special boo hiss boo ! !
That sucks  they owe you much?,1,suck owe ?
Boo  to be fair they shouldn't give away your room. Kick their ass!,1,boo fair away room kick ass !
Wow  that's bad-ass. You're like Stanley now. Well  even more so...,1,wow badass like stanley
lol figured. So anyway  anna is still being a bitch(sorry for the language) She doesnt want to go on the trip. So now onto plan B,1,lol figure anna bitchsorry language not want trip plan b
anna just has to ruin the holidays for me  just like every year. Damn you anna!,1,anna ruin holiday like year damn anna !
rock out with ur cock out dude!!!,1,rock ur cock dude ! !
that's a shame  I hate having to unfollow someone! :-P,1,shame hate have unfollow ! p
BIG FAT HARD HAWAIIAN DICK. Too much?,1,big fat hard hawaiian dick ?
 i hate that too - i have blocked a few of stalker / serial networkers on fb too.  maybe they should tweet first?,1,hate block stalker serial networker fb maybe tweet ?
LOL - nah  that's just what we tell the loser guests that we usually toss down in the newsroom!! oh  wait...,1,lol nah tell loser guest usually toss newsroom ! ! oh wait
Israelis to Spanish FM ... Kiss my ass.,1,israelis spanish fm kiss ass
No  but I'm saying that money that has gone into Gaza SHOULD be feeding people  not waging war and breding hate.,1,say money go gaza feed people wage war brede hate
I had a dream involving a rhino chasing me because of my polo cologne. Everyone says it represents a fat woman. My life sucks.,1,dream involve rhino chase polo cologne say represent fat woman life suck
Taking the piss = talking trash  perhaps,1,take piss talk trash
& @babysinead that dude is a fucking PSYCHO. i turned down working for him and he told ppl that I DID and that i was TROUBLE.,1,USER dude fucking psycho turn work tell ppl trouble
& @babysinead i've never even met him in person. he's a fucking douche.,1,USER meet person fucking douche
I get that too! It sucks!,1,! suck !
hey fag why you gotta ask the whole world!? j/k your awesome,1,hey fag get to ask world ! ? jk awesome
gotta love the gay kid who was drumming trying to get his head in the pic tho HAHA,1,get to love gay kid drum try head pic tho haha
Sheeyat....Freezing rain is no punk. Hope you didn't fall & bust your ass in the parking lot.... I almost did.,1,sheeyatfreeze rain punk hope fall bust ass parking lot
Damn skippy. I should be dead 10 times over......,1,damn skippy dead time
Its foggy as hell here too. Looks like damn Seattle.,1,foggy hell look like damn seattle
lol penelope died?? thats so depressive  i have a compaq it sucks  i dont have a name for my computer tho : ),1,lol penelope die ? ? s depressive compaq suck not computer tho
Do you really have a big man ass?,1,big man ass ?
i don't know that bambi's ass is a nice place. LOL,1,know bambi ass nice place lol
attention whore!,1,attention whore !
I laughed so hard when I first heard because my gay husband (good friend  lol) says code 3 when he has an emergency,1,laugh hard hear gay husband good friend lol say code emergency
http://twitpic.com/xipq - this only makes me hate having a verizon contract even more.  erg.,1,URL make hate have verizon contract erg
no guarantees.  hate the place. I'm ust going there to make sure my parents are still alive.,1,guarantee hate place ust go sure parent alive
AWWWW I HATE THAT!!!! I had to buy that gadget you can stick your hard drive into to pull them off. SO SUCKS! Sorry. :0(,1,url hate ! ! buy gadget stick hard drive pull suck ! sorry
Praying for your grandmother and your momma. I hate that they are facing so much.,1,pray grandmother momma hate face
bitch please your gorgeous,1,bitch gorgeous
i fucking hate that word  hahaha.,1,fucking hate word hahaha
i know  haha. 1408 is so gay. i don't even know why i'm watching it.,1,know haha gay know watch
omg - that sucks arse! I am so sorry =/,1,omg suck arse ! sorry
Sounds like good times. I'm in the office until 7:00 and then I'll probably go for a run. I'm a fat boy getting fatter.,1,sound like good time office probably run fat boy get fat
Ye Olde Cock looks nice.,1,ye olde cock look nice
sure you can  I'll hide the flashlight. go emo go!,1,sure hide flashlight emo !
emang lagu2nya emo? bukannya mellow? :D,1,emang lagunya emo ? bukannya mellow ? d
gitu emo jaman dulu ya :D,1,gitu emo jaman dulu ya d
Listen  RayRay  I gave you the lowdown as soon as I got it. I hadn't heard it b4 and I was shocked. She seems to hate his guts.,1,listen rayray give lowdown soon get hear b shock hate gut
I thinks you meant to say that TWILIGHT was epic fail  not your mistake. I hate stephanie meyer and I've never even met her.,1,think mean twilight epic fail mistake hate stephanie meyer meet
lawl. Sucks to be THEM  then.,1,lawl suck
I'd die first. Damn fareway.,1,die damn fareway
LMAO! He's horrible. The Beatles changed the fucking WORLD! And are still an icon to this day. Who the fuck are you?!?!?,1,lmao ! horrible beatle change fucking world ! icon day fuck ? ! ? ! ?
I need to see how this ravin rabids game works first. It'd all have to be in the ass moving. Maybe not moving enough = bad oral?,1,need ravin rabid game work ass move maybe move bad oral ?
holy fucking jesus mother  gad damnit WTF? wow.,1,holy fuck jesus mother gad damnit wtf ? wow
really? Thank fucking god for sleeping pills!,1,? thank fuck god sleep pill !
dude  that pic of you in the Gold 2009 flyer looks like a friggen glamour shot  fag. hearts!,1,dude pic gold flyer look like friggen glamour shot fag heart !
Eff yeah! give @jeffreyparadise and @richiepanic a slap on the ass for me,1,eff yeah ! USER USER slap ass
you are fucking killing me. Please come to a party at my house next time yer in LA. Rice pilaf will be ready,1,fuck kill come party house time yer la rice pilaf ready
I hate to open the flue after a long fall. We get birds or dead squirrels...totally scary!!!!!,1,hate open flue long fall bird dead squirrelstotally scary ! !
depends on how much you hate fighting w/your light. I read in the car a lot while hub drives  so very worth it to me.,1,depend hate fight wyour light read car lot hub drive worth
he won't wanna pet the guinea pig?,1,wanna pet guinea pig ?
i'd love to visit (or live) in san diego cause of yr round warm weather. i hate cold so bad. crowds n traf would b my probs there,1,love visit live san diego cause yr round warm weather hate cold bad crowd n traf b prob
no prob  but watch out  it's fucking addictive!,1,prob watch fuck addictive !
re:fuck the creative industries blog post (at squares of wheat):I say:Waaaay too much empty rhetoric there. Be the Change ?,1,refuck creative industry blog post square wheati saywaay rhetoric change ?
Did...I mention that among my new disciplines are Dementation  Dominate  Presence  and Obtenebration?  I am fucking AWESOME.,1,didi mention new discipline dementation dominate presence obtenebration ? fuck awesome
I *really* hate housework! Then again  it was great waking up to a clean LR & kitchen! Maybe I should do it more often... :-),1,hate housework ! great wake clean lr kitchen ! maybe
I've been wondering that myself. Its been down for quite a damn long time... @tqbf any comment on that?,1,wonder damn long time USER comment ?
well damn we should have had a tweet up. I was at Kona last night as well.,1,damn tweet kona night
ouch! Hope your alright! :S I hate Black Ice  Almost broke my arm on it the other week :P,1,ouch ! hope alright ! s hate black ice break arm week p
eeeeew  I wanna cum ;),1,eew wanna cum
 AAYE!!!  richard gre is NOT gay-re :P,1,aaye ! ! richard gre gayre p
fuck yeah bra,1,fuck yeah bra
nope can't deny that sweet face or lil schnauzer w/ ears~always wished Hildie had her pig tails~how is cropping still happening?,1,nope deny sweet face lil schnauzer w earsalways wish hildie pig tailshow crop happen ?
Hey~~Happy New Year new friend !! enjoy the movie~ think of me when the crazy proff shows up..damn...can't remember his name,1,heyhappy new year new friend ! ! enjoy movie think crazy proff show updamncannot remember
#NAME?,1,?
 GOOD! Now u can bring ur happy lil' ass over here & help me finish hanging this garland.  ;-),1,good ! u bring ur happy lil ass help finish hang garland
Guess there wont be much skidding then. As is said hope you're on the ground floor or everyone will hate Green Grass and High Tides.,1,guess will not skidding say hope ground floor hate green grass high tide
The FA50 is a low key ultra here in ATL. It stands for Fat Ass 50K. Loop course  so you could do 25K...Half Ass.,1,fa low key ultra atl stand fat ass k loop course khalf ass
 me too!!! I also hate closing then opening then closing shifts that gets me all out of wack.,1,! ! hate close open closing shift get wack
"says ""no more pizzas for the situation room! or else we will be fat when the war is over...""",1,say pizza situation room ! fat war
hangs longer than u while u lay there on ur ass! 1 day u gonna look back @ these days & ask urself where did ur life go?,1,hang long u u lie ur ass ! day u go to look day ask urself ur life ?
I slept horribly. Kepted waking up every hour. Kept tossing and turning. Argh I hate having to work today! Time for cardio!,1,sleep horribly kepte wake hour keep toss turn argh hate have work today ! time cardio !
if you can get me a signed copy of Jordan's book....we'll pull some qoutes during shows.  That guy kicks ass muchos muchos  wow,1,sign copy jordan bookwe pull qoute show guy kick ass muchos muchos wow
wErd... you pick out (2) kick ass hip hop songs and we'll doit yo~,1,werd pick kick ass hip hop song doit yo
hola! Orli ... we are www.LuckyStartups.com looking to interview some kick ass peeps in Israel... you up to it?,1,hola ! orli url look interview kick ass peep israel ?
yeah  I did that a few months ago. How's your show doing man?? looks kick ass!,1,yeah month ago man ? ? look kick ass !
Thinking about response/actions. Have decided its not going 2b ideal 4 anyone. Its sticky bc its family. Theres love/hate/dislike,1,think responseaction decide go b ideal sticky bc family s lovehatedislike
Not talking about incident but more so the attitude that I'm gonna bitch & make a comp do something on a subjective matter.,1,talk incident attitude go to bitch comp subjective matter
she doesnt want to scar you for life like i could.  cant talk her into sending you the video of they guy with the jar in his ass.,1,not want scar life like not talk send video guy jar ass
when can I meet your uncle??? Maybe he could give a wiki demo to our loser peeps!?,1,meet uncle ? ? maybe wiki demo loser peep ! ?
what a coincidence! I'm wearing my fat jeans today and it felt like they were my skinny jeans!,1,coincidence ! wear fat jean today feel like skinny jean !
sucks  don't it?,1,suck ?
doc's a dick.. ill manage without injuring myself.. self inflicted pain would be desperate..which I think I am.. Siiigghhh!!,1,doc dick ill manage injure self inflict pain desperatewhich think siigghh ! !
Agreed!  Twitter showed the way with the whale ;),1,agree ! twitter show way whale
No- shopping isn't what sucks! It's the crowds that cause the trouble. haha! Love your website btw!!,1,shopping suck ! crowd cause trouble haha ! love website btw ! !
FUCK YEAH BIOSHOCK! Tell me how the apartment hunt goes!,1,fuck yeah bioshock ! tell apartment hunt go !
Merry Christmas to you too  Casey. For tomorrow. Er  or today. Grrr  damn time zones....,1,merry christmas casey tomorrow er today grr damn time zone
Are we going to see an appearance of the 'fuck me' boots? :P,1,go appearance fuck boot ? p
Sounds more reasonable. I hate having to buy 8+ presents for my very small family alone. Soulless Myer gift cards FTW,1,sound reasonable hate have buy present small family soulless myer gift card ftw
Wtf. Fuck you,1,wtf fuck
Lawlz. yr a bitch. hoe.,1,lawlz yr bitch hoe
Sorry you bitch punched TEO.,1,sorry bitch punch teo
oh no  I always try to make my desk look neat. Fail whale. There are always newspapers piling up  cables are worse!,1,oh try desk look neat fail whale newspaper pile cable bad !
Funny I always thought Job Security is dependent to how much ass you can kiss? (wait I guess they are one of the same if you think..),1,funny think job security dependent ass kiss ? wait guess think
Oh I know. It doesn't hurt to have one of the richest woman in the world actually hate you. Elvis had the Memphis Mafia. Oprah...,1,oh know hurt rich woman world actually hate elvis memphis mafia oprah
Lol  I'm not enough of a LOTR nerd to need to install Tolkien fonts. :),1,lol lotr nerd need install tolkien font
it was a good show...dude!  Did you call in gay  rotfl,1,good showdude ! gay rotfl
hmmm....or do they hate you because you didn't let them join in the parranda? Nah  probably the corp council thing,1,hmmor hate let join parranda ? nah probably corp council thing
LOL Hon  I have been saying for a while now that this boy will be gay. It really bothers the hubs when I do  so Im tryin 2b good,1,lol hon say boy gay bother hub m tryin b good
"lol exactly. ""Hey guys  how about a 13-sided paralellogram? THAT'LL fuck em up!",1,lol exactly hey guy sided paralellogram ? fuck em !
Yeh  but every nerd like to think he/she is devastatingly good-looking  as revenge on those who snubbed them. Trust me  I kno,1,yeh nerd like think heshe devastatingly goodlooke revenge snub trust kno
Gee  i might if the person running this hadn't been such a bitch to me. I'll focus my efforts elsewhere  thanks.,1,gee person run bitch focus effort thank
haha you'd think so right? I AM giving something away though i'm just surprised cause it's that high..my sqz  pg honestly sucks lol,1,haha think right ? give away surprised cause highmy sqz pg honestly suck lol
heh i'm a thunking (friggin hate that word - 'thunking' how daft - anyway) - is it a CON?,1,heh thunke friggin hate word nothunke daft con ?
 i just fucking beat you!,1,fucking beat !
HOLY FUCK! that was one tough fucking cow!,1,holy fuck ! tough fucking cow !
yeah i know but its also too bad about the children ya know BECAUsE I FUCKING WON!,1,yeah know bad child ya know fucking win !
Heh  his name's Jeremy (stupid little nerd  but he's up for any challenge.) And he's about to break  anyway.,1,heh jeremy stupid little nerd challenge break
hippies hate that stuff... too chemical-y. This is true when used in ENORMOUS amounts.,1,hippie hate stuff chemicaly true enormous amount
i have to go inside of you tomorrow. i hate myself every time i am in you. i feel cheap and dirty.,1,inside tomorrow hate time feel cheap dirty
"(RT) Fat Bastard (my beagle) is writing his ""tail-all"" confessional diary about online dating...",1,rt fat bastard beagle write tailall confessional diary online date
- Fat Bastard sends hugs for retweet on Austin Girl blog: http://austingirlblog.wordpress.com (need feedback on writing),1,fat bastard send hug retweet austin girl blog URL need feedback write
jizz in my pants is old news nigga. Keep up LOL. instead of doing it locally just come over early and do it here. Fuck local shit,1,jizz pant old news nigga lol instead locally come early fuck local shit
@lastlee...that movie was good...not boring...very gay....but equally good,1,USER movie goodnot boringvery gaybut equally good
fuck u and ur early screenings...jealous...prepare for tuesday mash...im coming with woody to freebirds/mash,1,fuck u ur early screeningsjealousprepare tuesday mashim come woody freebirdsmash
cant wait to get FUCKED THE FUCK UP,1,not wait fuck fuck
well if they hate you  are they still considered a fan?,1,hate consider fan ?
I'm kinda meh on it--It wouldn't even be a contest as Madonna would kick his ass while he was running around screaming.,1,kinda meh itit contest madonna kick ass run scream
ok I take you off of my hate list and send you hugs  I am in business..this is my alter ego. mwahahah,1,ok hate list send hug businessthis alter ego mwahahah
http://twitpic.com/rt32 - omg :/ sucks to be u. hope u got some good tunes going makes it more delightful to sit through.,1,url omg suck u hope u get good tune go make delightful sit
it's one thing if it's my friends using it on me  but I hate when 23 year olds message me on OKC and call me that or Older woman,1,thing friend hate year old message okc old woman
that would be one shocking pussy lol,1,shocking pussy lol
 Totally agree with you.  Fuck Prop 8.  very cool that apple came out publicly against 8 on the website.,1,totally agree fuck prop cool apple come publicly website
u know  that's what I hate about Ohio  seeing grown up idiots in shorts when it's freezing outside :0),1,u know hate ohio seeing grow idiot short freeze outside
fuck yes,1,fuck yes
:) if she is a dumb hoe why'd he put his cock in her?,1,dumb hoe cock ?
still nothing.  Lucky for you I have the free time to hop on twitter and remind you that you still fucking owe me.,1,lucky free time hop twitter remind fuck owe
charter sucks as is nothing but trouble - att needs to roll out uverse faster!,1,charter suck trouble att need roll uverse fast !
did Santa cum n visit u huny?,1,santa cum n visit u huny ?
